First name,Last name,Email,Membership level,Status,Member since,Renewal due,Phone,Address,City,State,Zip,Country,Surnames Researched,Research Areas
Darren,Burns,darren.burns@email.com,Individual,Active,2022-01-25,2026-01-25,(512) 555-0363,502 Concord Place,Austin,TX,78750,USA,"Burns, Gordon, Shaw","Eastland County TX, Callahan County TX"
Joann,Gordon,joann.gordon@email.com,Family,Active,2019-06-12,2026-06-12,(512) 555-0364,613 Agreement Way,Austin,TX,78751,USA,"Gordon, Shaw, Holmes","Taylor County TX, Nolan County TX"
Gordon,Shaw,gordon.shaw@email.com,Student,Active,2024-04-28,2026-04-28,(512) 555-0365,724 Pact Street,Austin,TX,78752,USA,"Shaw, Holmes, Rice","Jones County TX, Haskell County TX"
Loretta,Holmes,loretta.holmes@email.com,Individual,Active,2020-09-15,2026-09-15,(512) 555-0366,835 Treaty Blvd,Austin,TX,78753,USA,"Holmes, Rice, Robertson","Shackelford County TX, Stephens County TX"
Clifford,Rice,clifford.rice@email.com,Individual,Expired,2016-01-02,2025-01-02,(512) 555-0367,946 Alliance Drive,Austin,TX,78754,USA,"Rice, Robertson, Hunt","Palo Pinto County TX, Parker County TX"
Carmen,Robertson,carmen.robertson@email.com,Family,Active,2021-04-18,2026-04-18,(512) 555-0368,157 Coalition Court,Austin,TX,78756,USA,"Robertson, Hunt, Black","Wise County TX, Montague County TX"
Duane,Hunt,duane.hunt@email.com,Lifetime,Active,2014-11-05,,,(512) 555-0369,268 Federation Lane,Austin,TX,78757,USA,"Hunt, Black, Palmer","Cooke County TX, Grayson County TX"
Norma,Black,norma.black@email.com,Individual,Active,2022-07-22,2026-07-22,(512) 555-0370,379 Union Road,Austin,TX,78758,USA,"Black, Palmer, Wagner","Fannin County TX, Hunt County TX"
Lee,Palmer,lee.palmer@email.com,Individual,Pending,2025-10-08,2026-10-08,(512) 555-0371,481 League Place,Austin,TX,78759,USA,"Palmer, Wagner, Chavez","Collin County TX, Rockwall County TX"
Edith,Wagner,edith.wagner@email.com,Family,Active,2019-02-25,2026-02-25,(713) 555-0372,592 Association Way,Houston,TX,77011,USA,"Wagner, Chavez, Spencer","Dallas County TX, Tarrant County TX"
Norman,Chavez,norman.chavez@email.com,Student,Expired,2023-07-12,2025-07-12,(713) 555-0373,603 Society Street,Houston,TX,77012,USA,"Chavez, Spencer, Weaver","Denton County TX, Wise County TX"
Tina,Spencer,tina.spencer@email.com,Individual,Active,2021-11-28,2026-11-28,(713) 555-0374,714 Community Blvd,Houston,TX,77013,USA,"Spencer, Weaver, Zimmerman","Parker County TX, Hood County TX"
Lance,Weaver,lance.weaver@email.com,Individual,Active,2020-05-15,2026-05-15,(713) 555-0375,825 Group Drive,Houston,TX,77014,USA,"Weaver, Zimmerman, Douglas","Johnson County TX, Ellis County TX"
Rhonda,Zimmerman,rhonda.zimmerman@email.com,Family,Active,2018-12-02,2026-12-02,(713) 555-0376,936 Club Court,Houston,TX,77015,USA,"Zimmerman, Douglas, Hansen","Kaufman County TX, Henderson County TX"
Kent,Douglas,kent.douglas@email.com,Lifetime,Active,2009-05-18,,,(713) 555-0377,147 Organization Lane,Houston,TX,77016,USA,"Douglas, Hansen, Franklin","Van Zandt County TX, Smith County TX"
Arlene,Hansen,arlene.hansen@email.com,Individual,Active,2022-09-05,2026-09-05,(713) 555-0378,258 Institution Road,Houston,TX,77017,USA,"Hansen, Franklin, Pierce","Gregg County TX, Rusk County TX"
Chester,Franklin,chester.franklin@email.com,Individual,Expired,2017-02-22,2025-02-22,(713) 555-0379,369 Foundation Place,Houston,TX,77018,USA,"Franklin, Pierce, Stone","Nacogdoches County TX, Angelina County TX"
Vivian,Pierce,vivian.pierce@email.com,Family,Active,2019-09-08,2026-09-08,(713) 555-0380,471 Establishment Way,Houston,TX,77019,USA,"Pierce, Stone, Hawkins","Shelby County TX, Panola County TX"
Clayton,Stone,clayton.stone@email.com,Student,Active,2024-01-25,2026-01-25,(713) 555-0381,582 Enterprise Street,Houston,TX,77020,USA,"Stone, Hawkins, Little","Harrison County TX, Marion County TX"
Anita,Hawkins,anita.hawkins@email.com,Individual,Pending,2025-12-12,2026-12-12,(713) 555-0382,693 Venture Blvd,Houston,TX,77021,USA,"Hawkins, Little, Dunn","Cass County TX, Bowie County TX"
Owen,Little,owen.little@email.com,Individual,Active,2020-06-28,2026-06-28,(713) 555-0383,704 Endeavor Drive,Houston,TX,77022,USA,"Little, Dunn, Edwards","Red River County TX, Lamar County TX"
Roberta,Dunn,roberta.dunn@email.com,Family,Active,2021-01-15,2026-01-15,(713) 555-0384,815 Project Court,Houston,TX,77023,USA,"Dunn, Edwards, Collins","Delta County TX, Hopkins County TX"
Curtis,Edwards,curtis.edwards@email.com,Lifetime,Active,2012-07-02,,,(713) 555-0385,926 Initiative Lane,Houston,TX,77024,USA,"Edwards, Collins, Stewart","Franklin County TX, Titus County TX"
Elena,Collins,elena.collins@email.com,Individual,Active,2022-02-18,2026-02-18,(713) 555-0386,137 Campaign Road,Houston,TX,77025,USA,"Collins, Stewart, Sanchez","Morris County TX, Camp County TX"
Marvin,Stewart,marvin.stewart@email.com,Individual,Expired,2016-07-05,2025-07-05,(713) 555-0387,248 Movement Place,Houston,TX,77026,USA,"Stewart, Sanchez, Morris","Upshur County TX, Wood County TX"
Olga,Sanchez,olga.sanchez@email.com,Family,Active,2019-12-22,2026-12-22,(713) 555-0388,359 Cause Way,Houston,TX,77027,USA,"Sanchez, Morris, Rogers","Rains County TX, Hopkins County TX"
Clyde,Morris,clyde.morris@email.com,Student,Expired,2023-05-08,2025-05-08,(713) 555-0389,461 Mission Street,Houston,TX,77028,USA,"Morris, Rogers, Reed","Kaufman County TX, Navarro County TX"
Naomi,Rogers,naomi.rogers@email.com,Individual,Active,2021-07-25,2026-07-25,(713) 555-0390,572 Purpose Blvd,Houston,TX,77029,USA,"Rogers, Reed, Cook","Hill County TX, McLennan County TX"
Herman,Reed,herman.reed@email.com,Individual,Pending,2025-09-12,2026-09-12,(713) 555-0391,683 Goal Drive,Houston,TX,77030,USA,"Reed, Cook, Morgan","Bell County TX, Coryell County TX"
Priscilla,Cook,priscilla.cook@email.com,Family,Active,2020-03-28,2026-03-28,(713) 555-0392,794 Target Court,Houston,TX,77031,USA,"Cook, Morgan, Bell","Lampasas County TX, Mills County TX"
Leonard,Morgan,leonard.morgan@email.com,Lifetime,Active,2015-10-15,,,(713) 555-0393,805 Aim Lane,Houston,TX,77032,USA,"Morgan, Bell, Murphy","San Saba County TX, McCulloch County TX"
Lucille,Bell,lucille.bell@email.com,Individual,Active,2022-04-02,2026-04-02,(713) 555-0394,916 Objective Road,Houston,TX,77033,USA,"Bell, Murphy, Bailey","Concho County TX, Tom Green County TX"
Milton,Murphy,milton.murphy@email.com,Individual,Active,2019-08-18,2026-08-18,(713) 555-0395,127 Intent Place,Houston,TX,77034,USA,"Murphy, Bailey, Rivera","Runnels County TX, Coleman County TX"
Eileen,Bailey,eileen.bailey@email.com,Family,Expired,2017-04-05,2025-04-05,(713) 555-0396,238 Ambition Way,Houston,TX,77035,USA,"Bailey, Rivera, Cooper","Brown County TX, Comanche County TX"
Sidney,Rivera,sidney.rivera@email.com,Student,Active,2024-07-22,2026-07-22,(713) 555-0397,349 Aspiration Street,Houston,TX,77036,USA,"Rivera, Cooper, Richardson","Hamilton County TX, Coryell County TX"
Maxine,Cooper,maxine.cooper@email.com,Individual,Active,2020-01-08,2026-01-08,(713) 555-0398,451 Dream Blvd,Houston,TX,77037,USA,"Cooper, Richardson, Cox","Bell County TX, Falls County TX"
Gilbert,Richardson,gilbert.richardson@email.com,Individual,Active,2021-06-25,2026-06-25,(713) 555-0399,562 Vision Drive,Houston,TX,77038,USA,"Richardson, Cox, Howard","Limestone County TX, Freestone County TX"
Geraldine,Cox,geraldine.cox@email.com,Family,Pending,2025-11-02,2026-11-02,(713) 555-0400,673 Hope Court,Houston,TX,77039,USA,"Cox, Howard, Ward","Leon County TX, Robertson County TX"
